"Story","Title","Result","Date","Stability","Duration (s)"
"Automatizar Dafiti E-Commerce","Agregar Producto Al Carrito","FAILURE","2024-12-03T18:42:46.6753566-05:00[America/Bogota]","0.0","44.17"
