"Story","Title","Result","Date","Stability","Duration (s)"
"Automatizar Dafiti E-Commerce","Agregar Producto Al Carrito","ERROR","2024-12-03T18:44:39.1841349-05:00[America/Bogota]","0.0","28.58"
