"Story","Title","Result","Date","Stability","Duration (s)"
"Automatizar Dafiti E-Commerce","Agregar Producto Al Carrito","ERROR","2024-12-04T12:34:48.0247182-05:00[America/Bogota]","0.0","182.65"
