"Story","Title","Result","Date","Stability","Duration (s)"
"Automatizar Dafiti E-Commerce","Agregar Producto Al Carrito Y hacer la Compra","ERROR","2024-12-04T19:36:03.2898368-05:00[America/Bogota]","0.0","86.19"
