"Story","Title","Result","Date","Stability","Duration (s)"
"Automatizar Dafiti E-Commerce","Agregar Producto Al Carrito","SUCCESS","2024-12-04T11:57:15.2956621-05:00[America/Bogota]","0.0","153.49"
